t,x,y
     58.12000000,             NaN,             NaN
     58.13000000,             NaN,             NaN
     58.14000000,             NaN,             NaN
     58.15000000,             NaN,             NaN
     58.16000000,             NaN,             NaN
     58.17000000,             NaN,             NaN
     58.18000000,             NaN,             NaN
     58.19000000,             NaN,             NaN
     58.20000000,             NaN,             NaN
     58.21000000,             NaN,             NaN
     58.22000000,             NaN,             NaN
     58.23000000,             NaN,             NaN
     58.24000000,             NaN,             NaN
     58.25000000,             NaN,             NaN
     58.26000000,             NaN,             NaN
     58.27000000,             NaN,             NaN
     58.28000000,             NaN,             NaN
     58.29000000,             NaN,             NaN
     58.30000000,             NaN,             NaN
     58.31000000,             NaN,             NaN
     58.32000000,             NaN,             NaN
     58.33000000,             NaN,             NaN
     58.34000000,             NaN,             NaN
     58.35000000,             NaN,             NaN
     58.36000000,             NaN,             NaN
     58.37000000,             NaN,             NaN
     58.38000000,             NaN,             NaN
     58.39000000,             NaN,             NaN
     58.40000000,             NaN,             NaN
     58.41000000,             NaN,             NaN
     58.42000000,             NaN,             NaN
     58.43000000,             NaN,             NaN
     58.44000000,             NaN,             NaN
     58.45000000,             NaN,             NaN
     58.46000000,             NaN,             NaN
     58.47000000,             NaN,             NaN
     58.48000000,             NaN,             NaN
     58.49000000,             NaN,             NaN
     58.50000000,             NaN,             NaN
     58.51000000,             NaN,             NaN
     58.52000000,             NaN,             NaN
     58.53000000,             NaN,             NaN
     58.54000000,             NaN,             NaN
     58.55000000,             NaN,             NaN
     58.56000000,             NaN,             NaN
     58.57000000,             NaN,             NaN
     58.58000000,             NaN,             NaN
     58.59000000,             NaN,             NaN
     58.60000000,             NaN,             NaN
     58.61000000,             NaN,             NaN
     58.62000000,             NaN,             NaN
     58.63000000,             NaN,             NaN
     58.64000000,             NaN,             NaN
     58.65000000,             NaN,             NaN
     58.66000000,             NaN,             NaN
     58.67000000,             NaN,             NaN
     58.68000000,             NaN,             NaN
     58.69000000,             NaN,             NaN
     58.70000000,             NaN,             NaN
     58.71000000,             NaN,             NaN
